id,condition,timeRange,location,average
995746,sunny,afternoon,Paris,19
995747,rainy,afternoon,Paris,14
995748,snowy,evening,Paris,15
995749,sunny,morning,Tokyo,20
995750,snowy,morning,Tokyo,11
995751,stormy,morning,New York,25
995752,rainy,afternoon,Berlin,13
995753,stormy,night,Sydney,20
995754,rainy,morning,Tokyo,13
995755,snowy,night,London,22
995756,cloudy,morning,New York,20
995757,snowy,morning,Tokyo,17
995758,windy,afternoon,Sydney,12
995759,rainy,evening,Berlin,14
995760,cloudy,evening,Paris,16
995761,sunny,afternoon,New York,24
995762,windy,night,London,24
995763,sunny,afternoon,New York,11
995764,windy,morning,Tokyo,29
995765,windy,night,Berlin,29
995766,rainy,night,Sydney,17
995767,snowy,morning,New York,28
995768,snowy,morning,Sydney,23
995769,windy,evening,New York,16
995770,snowy,night,Paris,17
995771,sunny,afternoon,Paris,11
995772,snowy,afternoon,Sydney,23
995773,sunny,night,Sydney,17
995774,snowy,evening,Berlin,17
995775,cloudy,afternoon,Tokyo,28
995776,stormy,night,Paris,22
995777,rainy,night,Berlin,27
995778,windy,evening,Paris,18
995779,snowy,night,Paris,16
995780,rainy,night,London,18
995781,cloudy,night,Tokyo,23
995782,stormy,morning,Tokyo,10
995783,stormy,evening,Berlin,15
995784,cloudy,evening,New York,15
995785,cloudy,night,Tokyo,21
995786,snowy,morning,Paris,13
995787,rainy,evening,London,23
995788,rainy,night,New York,21
995789,cloudy,morning,Berlin,23
995790,rainy,night,London,14
995791,rainy,night,Tokyo,21
995792,snowy,afternoon,New York,25
995793,windy,morning,London,23
995794,rainy,evening,Paris,11
995795,stormy,night,London,20
995796,stormy,afternoon,Tokyo,20
995797,snowy,afternoon,London,15
995798,stormy,night,New York,26
995799,sunny,afternoon,Paris,29
995800,snowy,evening,Berlin,23
995801,windy,night,Paris,17
995802,stormy,evening,New York,28
995803,cloudy,morning,Berlin,28
995804,stormy,afternoon,Berlin,18
995805,snowy,morning,London,12
995806,cloudy,afternoon,Berlin,28
995807,rainy,night,Berlin,18
995808,windy,night,Sydney,21
995809,windy,morning,Tokyo,23
995810,snowy,afternoon,Tokyo,15
995811,stormy,afternoon,Berlin,27
995812,rainy,afternoon,Paris,26
995813,rainy,afternoon,London,29
995814,cloudy,morning,Tokyo,18
995815,snowy,morning,London,10
995816,snowy,morning,Berlin,23
995817,windy,night,Tokyo,26
995818,snowy,evening,New York,24
995819,cloudy,morning,Paris,18
995820,rainy,night,London,22
995821,rainy,evening,Paris,26
995822,stormy,night,London,24
995823,cloudy,afternoon,Paris,18
995824,snowy,night,Berlin,19
995825,rainy,evening,London,29
995826,stormy,morning,Tokyo,15
995827,windy,night,New York,27
995828,rainy,afternoon,Paris,15
995829,sunny,morning,New York,22
995830,snowy,afternoon,New York,13
995831,snowy,afternoon,New York,16
995832,cloudy,evening,New York,12
995833,stormy,afternoon,Sydney,10
995834,sunny,afternoon,New York,26
995835,snowy,night,Sydney,20
995836,sunny,evening,Sydney,27
995837,stormy,morning,Tokyo,12
995838,cloudy,afternoon,Berlin,11
995839,rainy,afternoon,London,11
995840,sunny,evening,Tokyo,27
995841,snowy,morning,Tokyo,29
995842,snowy,morning,Sydney,18
995843,snowy,evening,New York,26
995844,rainy,night,Sydney,28
995845,windy,evening,London,10
995846,stormy,night,Tokyo,20
995847,cloudy,night,Paris,17
995848,windy,night,Paris,11
995849,rainy,afternoon,New York,14
995850,stormy,evening,Berlin,15
995851,cloudy,night,London,28
995852,stormy,night,Berlin,29
995853,windy,evening,Tokyo,22
995854,windy,night,Sydney,16
995855,stormy,morning,Sydney,15
995856,rainy,afternoon,Paris,22
995857,windy,evening,New York,21
995858,windy,evening,Berlin,23
995859,windy,afternoon,Tokyo,25
995860,snowy,evening,Tokyo,28
995861,cloudy,afternoon,Paris,29
995862,windy,night,Tokyo,29
995863,cloudy,morning,New York,26
995864,stormy,night,Berlin,19
995865,windy,afternoon,London,18
995866,snowy,evening,New York,24
995867,windy,night,Sydney,19
995868,cloudy,morning,Berlin,15
995869,rainy,night,Sydney,23
995870,stormy,night,Berlin,28
995871,windy,morning,Paris,17
995872,stormy,morning,Tokyo,21
995873,windy,morning,Sydney,12
995874,windy,morning,Sydney,29
995875,windy,night,Paris,14
995876,rainy,morning,New York,23
995877,stormy,afternoon,Tokyo,19
995878,cloudy,evening,Paris,26
995879,cloudy,night,Tokyo,16
995880,stormy,morning,Tokyo,29
995881,sunny,night,New York,27
995882,sunny,morning,New York,13
995883,stormy,night,New York,13
995884,windy,morning,Paris,16
995885,stormy,evening,London,22
995886,snowy,afternoon,New York,25
995887,windy,morning,Berlin,19
995888,rainy,evening,London,12
995889,rainy,afternoon,New York,29
995890,sunny,evening,London,12
995891,cloudy,evening,New York,25
995892,stormy,morning,Sydney,19
995893,windy,evening,London,20
995894,sunny,evening,Sydney,25
995895,snowy,night,Sydney,11
995896,windy,morning,London,27
995897,cloudy,evening,Tokyo,21
995898,windy,afternoon,Berlin,27
995899,snowy,afternoon,New York,27
995900,windy,night,Berlin,15
995901,rainy,night,Tokyo,26
995902,windy,night,Sydney,14
995903,snowy,night,Sydney,13
995904,snowy,evening,Tokyo,17
995905,cloudy,afternoon,New York,29
995906,snowy,afternoon,London,21
995907,cloudy,afternoon,Tokyo,12
995908,rainy,evening,London,15
995909,windy,night,New York,28
995910,stormy,afternoon,Sydney,19
995911,cloudy,evening,Berlin,21
995912,stormy,evening,Paris,29
995913,sunny,evening,Berlin,13
995914,cloudy,morning,London,15
995915,cloudy,afternoon,Berlin,17
995916,stormy,night,New York,22
995917,snowy,afternoon,Tokyo,17
995918,stormy,afternoon,London,28
995919,windy,morning,London,10
995920,rainy,afternoon,Paris,23
995921,snowy,afternoon,New York,25
995922,stormy,morning,New York,22
995923,windy,afternoon,Sydney,25
995924,snowy,morning,New York,17
995925,snowy,afternoon,Berlin,23
995926,snowy,evening,Sydney,15
995927,sunny,night,Berlin,22
995928,cloudy,afternoon,Berlin,21
995929,rainy,morning,Paris,13
995930,sunny,afternoon,Tokyo,19
995931,rainy,afternoon,Sydney,29
995932,cloudy,morning,London,19
995933,sunny,afternoon,London,15
995934,rainy,night,New York,11
995935,rainy,evening,Tokyo,24
995936,snowy,evening,Berlin,19
995937,sunny,morning,Paris,10
995938,snowy,evening,Sydney,26
995939,snowy,night,Tokyo,17
995940,cloudy,night,Sydney,17
995941,rainy,night,Tokyo,14
995942,snowy,night,Sydney,27
995943,sunny,afternoon,Paris,11
995944,rainy,afternoon,Sydney,13
995945,rainy,night,Sydney,25
995946,snowy,afternoon,Paris,12
995947,rainy,evening,Tokyo,11
995948,sunny,morning,London,29
995949,windy,evening,Paris,12
995950,windy,morning,New York,11
995951,snowy,evening,Paris,13
995952,stormy,night,New York,16
995953,windy,night,Tokyo,18
995954,rainy,morning,Berlin,16
995955,windy,night,New York,21
995956,stormy,afternoon,Sydney,14
995957,sunny,evening,Berlin,17
995958,snowy,evening,Sydney,15
995959,sunny,evening,Tokyo,27
995960,sunny,evening,London,12
995961,snowy,morning,New York,23
995962,snowy,evening,Sydney,20
995963,windy,morning,Paris,13
995964,stormy,morning,London,18
995965,rainy,morning,Paris,14
995966,cloudy,morning,Berlin,11
995967,sunny,evening,Berlin,21
995968,sunny,night,Berlin,19
995969,cloudy,evening,London,15
995970,snowy,morning,Sydney,23
995971,rainy,afternoon,Paris,19
995972,snowy,morning,Sydney,22
995973,rainy,afternoon,Tokyo,22
995974,snowy,night,Berlin,23
995975,rainy,evening,Tokyo,23
995976,sunny,night,New York,18
995977,stormy,afternoon,London,25
995978,snowy,evening,Paris,11
995979,sunny,afternoon,London,10
995980,windy,night,Berlin,19
995981,sunny,morning,Paris,23
995982,sunny,afternoon,Tokyo,26
995983,cloudy,morning,Tokyo,14
995984,cloudy,night,Paris,11
995985,sunny,afternoon,New York,18
995986,stormy,morning,Sydney,17
995987,sunny,afternoon,London,13
995988,cloudy,night,Berlin,10
995989,cloudy,afternoon,Berlin,22
995990,snowy,afternoon,London,29
995991,windy,morning,New York,28
995992,windy,night,New York,12
995993,rainy,afternoon,New York,25
995994,rainy,evening,New York,19
995995,rainy,night,Tokyo,21
995996,sunny,morning,Berlin,24
995997,windy,afternoon,London,14
995998,windy,morning,New York,15
995999,stormy,night,Sydney,28
996000,sunny,morning,Sydney,29
996001,rainy,morning,New York,29
996002,windy,night,New York,11
996003,snowy,morning,Berlin,24
996004,sunny,evening,London,25
996005,stormy,morning,Tokyo,16
996006,rainy,evening,Paris,23
996007,rainy,night,London,24
996008,sunny,morning,Paris,24
996009,cloudy,morning,New York,25
996010,windy,morning,New York,28
996011,rainy,night,Sydney,20
996012,windy,morning,New York,25
996013,windy,afternoon,London,24
996014,rainy,afternoon,Tokyo,21
996015,stormy,night,Berlin,25
996016,rainy,morning,London,19
996017,cloudy,evening,Paris,10
996018,windy,afternoon,Paris,11
996019,stormy,night,Tokyo,29
996020,rainy,night,London,16
996021,sunny,night,London,25
996022,windy,morning,Tokyo,24
996023,rainy,evening,London,26
996024,windy,morning,Paris,25
996025,rainy,afternoon,Sydney,10
996026,stormy,morning,Berlin,14
996027,sunny,afternoon,Tokyo,25
996028,cloudy,morning,London,14
996029,stormy,night,Tokyo,10
996030,snowy,afternoon,Paris,15
996031,sunny,afternoon,New York,25
996032,sunny,morning,London,10
996033,sunny,night,Tokyo,18
996034,rainy,evening,Berlin,10
996035,stormy,night,Tokyo,21
996036,cloudy,morning,Paris,25
996037,cloudy,evening,New York,10
996038,rainy,afternoon,Paris,21
996039,cloudy,morning,New York,27
996040,snowy,evening,Tokyo,28
996041,sunny,morning,Paris,29
996042,windy,evening,New York,28
996043,sunny,afternoon,Sydney,29
996044,windy,night,New York,15
996045,snowy,morning,London,12
996046,windy,night,Paris,24
996047,stormy,afternoon,Berlin,14
996048,cloudy,night,New York,10
996049,windy,morning,London,18
996050,windy,afternoon,London,13
996051,stormy,night,New York,25
996052,windy,afternoon,Berlin,20
996053,cloudy,morning,Paris,28
996054,windy,night,London,20
996055,sunny,afternoon,London,23
996056,windy,night,Tokyo,29
996057,sunny,afternoon,Tokyo,20
996058,stormy,afternoon,London,25
996059,stormy,afternoon,Paris,22
996060,rainy,night,Tokyo,28
996061,sunny,afternoon,London,22
996062,cloudy,evening,Berlin,12
996063,stormy,evening,Berlin,19
996064,stormy,afternoon,Paris,16
996065,stormy,morning,Tokyo,11
996066,stormy,afternoon,Tokyo,19
996067,snowy,afternoon,Paris,23
996068,stormy,evening,Tokyo,21
996069,snowy,evening,Tokyo,25
996070,sunny,afternoon,Paris,15
996071,windy,evening,New York,27
996072,rainy,evening,Berlin,16
996073,sunny,night,Tokyo,29
996074,stormy,afternoon,Paris,14
996075,sunny,night,New York,27
996076,rainy,night,Sydney,18
996077,stormy,morning,Sydney,27
996078,rainy,evening,Paris,11
996079,snowy,evening,New York,14
996080,cloudy,morning,Tokyo,14
996081,sunny,morning,Sydney,29
996082,sunny,afternoon,New York,11
996083,stormy,morning,Berlin,27
996084,cloudy,night,Paris,14
996085,windy,evening,London,28
996086,windy,evening,New York,29
996087,cloudy,night,Tokyo,18
996088,sunny,afternoon,New York,15
996089,windy,morning,New York,14
996090,sunny,night,Tokyo,23
996091,rainy,evening,Berlin,11
996092,snowy,afternoon,Tokyo,19
996093,snowy,night,Berlin,11
996094,snowy,afternoon,Tokyo,15
996095,sunny,night,Paris,19
996096,cloudy,morning,Tokyo,13
996097,cloudy,night,London,14
996098,windy,morning,Sydney,27
996099,rainy,afternoon,New York,21
996100,sunny,afternoon,Tokyo,13
996101,stormy,afternoon,Berlin,26
996102,rainy,morning,Sydney,15
996103,sunny,morning,Paris,28
996104,cloudy,morning,New York,15
996105,rainy,morning,Tokyo,27
996106,windy,afternoon,New York,10
996107,stormy,afternoon,New York,23
996108,snowy,night,Paris,28
996109,cloudy,morning,Berlin,29
996110,rainy,afternoon,London,28
996111,rainy,night,Berlin,18
996112,windy,afternoon,New York,28
996113,snowy,night,Sydney,23
996114,stormy,afternoon,London,16
996115,sunny,evening,Sydney,29
996116,sunny,morning,Paris,26
996117,snowy,afternoon,Tokyo,19
996118,rainy,night,Berlin,15
996119,cloudy,evening,Sydney,15
996120,cloudy,evening,Berlin,13
996121,windy,night,London,28
996122,cloudy,night,Tokyo,25
996123,windy,night,New York,26
996124,stormy,morning,Paris,17
996125,stormy,night,Paris,26
996126,cloudy,afternoon,New York,21
996127,windy,evening,London,29
996128,sunny,night,Tokyo,19
996129,snowy,morning,Tokyo,29
996130,rainy,afternoon,Sydney,17
996131,windy,morning,Tokyo,15
996132,rainy,night,Paris,27
996133,sunny,night,Sydney,26
996134,cloudy,evening,London,20
996135,stormy,morning,New York,11
996136,windy,night,Paris,13
996137,sunny,evening,Paris,18
996138,cloudy,morning,Sydney,13
996139,cloudy,night,New York,14
996140,snowy,morning,London,12
996141,snowy,morning,Berlin,10
996142,cloudy,morning,Paris,14
996143,stormy,morning,New York,29
996144,stormy,afternoon,Tokyo,20
996145,rainy,morning,Paris,12
996146,stormy,evening,Berlin,19
996147,stormy,night,New York,23
996148,sunny,night,London,13
996149,rainy,evening,Paris,16
996150,sunny,evening,Sydney,26
996151,stormy,morning,London,24
996152,windy,afternoon,Tokyo,20
996153,windy,morning,Tokyo,29
996154,cloudy,night,Sydney,22
996155,sunny,night,London,14
996156,cloudy,evening,Tokyo,18
996157,stormy,morning,New York,15
996158,cloudy,night,Berlin,10
996159,windy,night,Paris,25
996160,cloudy,evening,Sydney,12
996161,stormy,night,Sydney,13
996162,rainy,evening,Tokyo,26
996163,sunny,night,Sydney,29
996164,windy,afternoon,Sydney,13
996165,cloudy,afternoon,Tokyo,28
996166,stormy,afternoon,New York,12
996167,sunny,evening,Paris,15
996168,windy,morning,Paris,19
996169,sunny,evening,New York,19
996170,sunny,night,Tokyo,27
996171,cloudy,night,London,18
996172,cloudy,night,London,29
996173,sunny,afternoon,Sydney,19
996174,windy,morning,Berlin,18
996175,rainy,afternoon,Berlin,19
996176,sunny,evening,New York,16
996177,windy,afternoon,Berlin,18
996178,windy,evening,Tokyo,18
996179,snowy,morning,Berlin,15
996180,snowy,evening,Tokyo,13
996181,snowy,morning,London,27
996182,stormy,morning,Sydney,28
996183,windy,night,Sydney,22
996184,cloudy,morning,Paris,16
996185,windy,night,Sydney,28
996186,cloudy,morning,Berlin,18
996187,cloudy,night,Sydney,10
996188,cloudy,evening,New York,29
996189,rainy,night,Tokyo,17
996190,snowy,morning,Sydney,27
996191,windy,morning,Sydney,23
996192,snowy,night,New York,21
996193,windy,morning,London,20
996194,sunny,morning,Tokyo,22
996195,cloudy,evening,Tokyo,26
996196,windy,afternoon,Berlin,26
996197,windy,morning,New York,19
996198,stormy,night,Berlin,12
996199,stormy,morning,Paris,13
996200,rainy,morning,London,14
996201,cloudy,evening,New York,18
996202,rainy,night,Sydney,24
996203,cloudy,night,Tokyo,28
996204,snowy,evening,Tokyo,23
996205,cloudy,night,London,29
996206,stormy,evening,Berlin,20
996207,sunny,afternoon,Sydney,19
996208,sunny,morning,Berlin,28
996209,rainy,afternoon,Tokyo,23
996210,windy,night,London,17
996211,sunny,evening,Sydney,14
996212,cloudy,evening,Berlin,28
996213,stormy,morning,Sydney,13
996214,cloudy,evening,London,19
996215,windy,night,Paris,19
996216,cloudy,morning,Berlin,13
996217,cloudy,night,New York,19
996218,sunny,evening,Paris,29
996219,rainy,afternoon,Sydney,10
996220,snowy,evening,London,11
996221,windy,afternoon,New York,15
996222,snowy,morning,Sydney,17
996223,snowy,night,Sydney,14
996224,sunny,morning,Tokyo,13
996225,sunny,evening,Sydney,10
996226,cloudy,evening,Tokyo,24
996227,sunny,night,Sydney,29
996228,cloudy,night,Paris,17
996229,windy,morning,Berlin,14
996230,sunny,night,London,17
996231,rainy,evening,London,19
996232,rainy,afternoon,Paris,27
996233,cloudy,night,Sydney,20
996234,snowy,morning,New York,17
996235,cloudy,morning,Berlin,16
996236,cloudy,morning,Berlin,19
996237,cloudy,afternoon,New York,15
996238,sunny,night,Sydney,20
996239,snowy,evening,Tokyo,24
996240,windy,evening,Paris,24
996241,rainy,morning,Paris,21
996242,stormy,afternoon,Berlin,11
996243,cloudy,afternoon,London,17
996244,cloudy,evening,London,17
996245,snowy,afternoon,Berlin,21
996246,stormy,afternoon,Paris,25
996247,snowy,morning,Sydney,25
996248,stormy,afternoon,Sydney,21
996249,rainy,afternoon,Tokyo,22
996250,cloudy,morning,Berlin,16
996251,cloudy,afternoon,Berlin,10
996252,windy,morning,Berlin,12
996253,snowy,night,Paris,28
996254,stormy,night,Tokyo,19
996255,stormy,morning,Sydney,21
996256,snowy,afternoon,New York,27
996257,stormy,morning,Paris,24
996258,rainy,evening,London,12
996259,windy,afternoon,New York,26
996260,snowy,afternoon,New York,29
996261,rainy,afternoon,Tokyo,17
996262,windy,night,New York,10
996263,windy,evening,Tokyo,28
996264,sunny,night,London,29
996265,snowy,morning,Berlin,15
996266,windy,afternoon,Sydney,10
996267,sunny,night,Paris,20
996268,windy,night,Tokyo,14
996269,sunny,afternoon,Paris,24
996270,snowy,night,Sydney,16
996271,cloudy,morning,London,22
996272,sunny,morning,New York,15
996273,sunny,morning,London,11
996274,windy,night,Tokyo,21
996275,stormy,night,London,20
996276,sunny,afternoon,New York,23
996277,cloudy,evening,London,19
996278,stormy,morning,Paris,12
996279,rainy,afternoon,Sydney,28
996280,cloudy,night,Berlin,28
996281,snowy,morning,Paris,11
996282,snowy,morning,New York,10
996283,snowy,morning,Paris,21
996284,sunny,morning,Sydney,17
996285,snowy,night,New York,27
996286,stormy,afternoon,Tokyo,29
996287,snowy,morning,Sydney,26
996288,snowy,night,Sydney,16
996289,snowy,morning,Sydney,28
996290,sunny,afternoon,Sydney,18
996291,sunny,afternoon,Paris,29
996292,sunny,afternoon,Berlin,19
996293,stormy,evening,Berlin,17
996294,cloudy,afternoon,New York,11
996295,snowy,afternoon,New York,24
996296,snowy,evening,Berlin,17
996297,cloudy,afternoon,London,26
996298,windy,night,Sydney,29
996299,sunny,night,Sydney,14
996300,stormy,morning,London,15
996301,stormy,afternoon,Berlin,14
996302,sunny,evening,Sydney,13
996303,snowy,afternoon,Tokyo,26
996304,cloudy,morning,London,27
996305,cloudy,night,Sydney,25
996306,sunny,morning,Tokyo,18
996307,cloudy,morning,Paris,10
996308,windy,night,Paris,14
996309,sunny,night,London,23
996310,stormy,morning,Tokyo,28
996311,snowy,night,Sydney,24
996312,snowy,evening,Paris,25
996313,snowy,night,Tokyo,27
996314,windy,morning,Sydney,12
996315,cloudy,morning,London,25
996316,snowy,morning,Paris,19
996317,snowy,evening,Tokyo,23
996318,windy,night,Tokyo,11
996319,snowy,evening,Paris,21
996320,sunny,evening,Paris,18
996321,sunny,morning,Paris,21
996322,cloudy,night,Tokyo,18
996323,windy,evening,Sydney,28
996324,snowy,afternoon,London,15
996325,snowy,night,Sydney,29
996326,snowy,afternoon,Tokyo,11
996327,rainy,morning,Berlin,28
996328,sunny,evening,Tokyo,15
996329,stormy,evening,Tokyo,28
996330,windy,afternoon,London,18
996331,windy,night,London,29
996332,sunny,afternoon,Sydney,27
996333,cloudy,night,Sydney,10
996334,windy,afternoon,Paris,10
